x,y,yerrl,yerru,xerrl,xerru,y_upper_limit,y_lower_limit,x_upper_limit,x_lower_limit
0.46945277079453795,2.1406355484611157,0.10929008254399955,0.22317381190502594,0.1449652185909902,0.15552380503831667,False,False,False,False
0.37478421619605384,2.6501154082671845,0.22150897038028766,0.3726206851751187,0.1008544686573051,0.10231849247933011,False,False,False,False
0.5675865345213332,2.146167496131581,0.1341048247374583,0.32465962536551163,0.10238143619189914,0.2392477843881588,False,False,True,False
0.61960750660931,2.17127923607832,0.1130103185970559,0.26617960497052984,0.15889335183053593,0.16422762224759715,True,False,True,False
0.5539252769502565,2.120071391602184,0.28977710745066665,0.21271167005720473,0.1845665389928866,0.24499822285655043,False,True,False,False
1.2338918395505505,1.6223332708205669,0.29312640661491185,0.2621964643431325,0.1830629636397676,0.24454299656338793,True,False,True,False
0.9823205485865335,2.164445928441207,0.26167946962329225,0.26503666440534945,0.1669813318786436,0.22795141832010402,False,False,False,True
0.6446518197397706,2.2030187619883512,0.16092275383467414,0.3459212356676128,0.1463047469231432,0.14416733381043786,True,False,False,False
1.040954091319784,2.754672797226632,0.11953442280127678,0.32751149427104265,0.06262099474925734,0.1577646592902888,True,False,False,True
1.0021392496551307,2.1613255361238304,0.23684660530243137,0.3774425485152653,0.07424430711419207,0.22767050072752854,True,False,False,False
1.3253144013834908,2.3094789922677466,0.18803049874792027,0.29444298503238986,0.1847831282790619,0.14753830077344166,False,False,False,False
1.159747007846693,2.2470157099313846,0.12440764696895577,0.22391884918766036,0.1409643589489385,0.1254239120029139,False,False,False,False
1.3334629949676944,1.9528604596733639,0.19903538202225401,0.342648957444599,0.05137955774249445,0.18352018936875253,False,False,False,False
1.5057445812775039,2.54801195759046,0.10687770422304368,0.3521570097233795,0.06522073142990482,0.24042321612411716,False,True,False,False
1.6634123347990293,2.525409862526089,0.2818640804157564,0.3122554395138993,0.1495252653662084,0.20440446950124597,False,True,False,False
1.4500406710273261,2.518478429211889,0.1517559963200034,0.35419343599091224,0.050759237576932806,0.18550917551340473,False,False,False,False
1.64190958387753,2.0931316618837967,0.23250445687079638,0.2987591192728782,0.0741212077126248,0.11457647406561529,False,False,False,False
1.6780276420552958,2.6784948711427385,0.1623422152178822,0.30454656587639883,0.13231006840498793,0.19225108400487545,False,False,True,False
1.7053200153876271,2.0242286054381062,0.20401360423556214,0.2855082036717099,0.153784279653904,0.2485080775156395,False,True,True,False
2.1556503916185674,2.505277853511207,0.20934205586865592,0.20508382534881905,0.1477941889253901,0.12101260228547861,True,False,True,False
2.052929053180879,2.7926930304011046,0.1369708911051054,0.2215782853986609,0.08364039641908397,0.1777494478545605,False,False,True,False
